index,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,datetime 
7599,26,technician,single,secondary,no,75,yes,no,unknown,27,may,337,2,-1,0,unknown,no,2024-05-01
7605,39,technician,married,primary,no,169,yes,no,unknown,27,may,133,2,-1,0,unknown,no,2024-05-01
7606,47,admin.,married,secondary,no,-245,yes,no,unknown,27,may,145,5,-1,0,unknown,no,2024-05-01
7611,30,services,married,secondary,no,-932,no,no,unknown,27,may,349,3,-1,0,unknown,no,2024-05-01
7613,31,management,married,tertiary,no,1183,yes,no,unknown,27,may,676,6,-1,0,unknown,no,2024-05-01
7615,39,management,married,tertiary,no,0,no,no,unknown,20,jun,10,4,-1,0,unknown,no,2024-06-01
7617,39,management,married,tertiary,no,0,no,no,cellular,22,aug,714,6,-1,0,unknown,no,2024-08-01
7623,35,blue-collar,married,primary,no,424,yes,no,unknown,27,may,177,2,-1,0,unknown,no,2024-05-01
7626,34,technician,single,secondary,no,-476,yes,no,unknown,27,may,92,4,-1,0,unknown,no,2024-05-01
7631,42,services,married,secondary,no,3620,yes,no,unknown,27,may,22,16,-1,0,unknown,no,2024-05-01
7632,57,blue-collar,married,primary,no,318,yes,no,unknown,27,may,206,2,-1,0,unknown,no,2024-05-01
7638,34,technician,single,tertiary,no,122,no,no,unknown,27,may,73,5,-1,0,unknown,no,2024-05-01
7648,46,management,divorced,tertiary,no,-154,yes,yes,unknown,27,may,107,2,-1,0,unknown,no,2024-05-01
7649,46,management,divorced,tertiary,no,-154,yes,yes,cellular,29,jan,150,2,247,2,failure,no,2024-01-01
7652,44,blue-collar,single,secondary,no,-435,yes,no,unknown,27,may,141,2,-1,0,unknown,no,2024-05-01
7658,37,admin.,single,secondary,no,0,no,no,cellular,23,oct,93,1,-1,0,unknown,no,2024-10-01
7676,35,technician,single,secondary,no,175,yes,no,cellular,29,jan,219,1,246,1,failure,no,2024-01-01
7694,33,management,single,secondary,no,1973,yes,no,unknown,28,may,151,8,-1,0,unknown,no,2024-05-01
7701,36,blue-collar,divorced,secondary,no,-59,yes,no,unknown,28,may,193,1,-1,0,unknown,no,2024-05-01
7721,37,admin.,married,secondary,no,18,yes,yes,unknown,28,may,103,4,-1,0,unknown,no,2024-05-01
7729,45,management,divorced,tertiary,no,-255,yes,yes,unknown,28,may,128,2,-1,0,unknown,no,2024-05-01
7737,44,blue-collar,married,secondary,no,577,yes,no,unknown,28,may,199,3,-1,0,unknown,no,2024-05-01
7753,26,blue-collar,single,secondary,no,535,yes,yes,unknown,28,may,252,1,-1,0,unknown,no,2024-05-01
7754,30,technician,single,tertiary,no,-241,yes,no,unknown,28,may,147,1,-1,0,unknown,no,2024-05-01
7756,37,technician,married,secondary,no,-254,yes,yes,cellular,6,feb,121,3,254,2,failure,no,2024-02-01
7760,46,technician,married,secondary,no,317,yes,yes,unknown,28,may,125,1,-1,0,unknown,no,2024-05-01
7785,49,blue-collar,married,secondary,no,579,yes,no,unknown,28,may,396,1,-1,0,unknown,no,2024-05-01
7793,36,self-employed,married,tertiary,no,15,yes,no,unknown,28,may,64,4,-1,0,unknown,no,2024-05-01
7797,46,admin.,single,secondary,no,-136,yes,no,unknown,28,may,223,1,-1,0,unknown,no,2024-05-01
7803,32,services,single,secondary,no,284,yes,no,unknown,28,may,63,2,-1,0,unknown,no,2024-05-01
7805,34,blue-collar,single,secondary,no,-108,yes,no,unknown,28,may,290,1,-1,0,unknown,no,2024-05-01
7808,30,admin.,single,secondary,no,-1,yes,no,unknown,28,may,141,1,-1,0,unknown,no,2024-05-01
7813,49,management,divorced,tertiary,no,169,yes,no,unknown,28,may,174,1,-1,0,unknown,no,2024-05-01
7821,54,technician,married,secondary,no,1865,yes,no,unknown,28,may,125,2,-1,0,unknown,no,2024-05-01
7827,39,blue-collar,married,primary,no,2862,yes,no,unknown,28,may,227,2,-1,0,unknown,no,2024-05-01
7828,29,management,married,tertiary,no,4050,yes,no,unknown,28,may,166,1,-1,0,unknown,no,2024-05-01
7832,33,self-employed,married,tertiary,no,-103,yes,no,unknown,28,may,268,1,-1,0,unknown,no,2024-05-01
7838,28,blue-collar,single,secondary,no,0,yes,no,unknown,28,may,386,1,-1,0,unknown,no,2024-05-01
7847,32,admin.,single,secondary,no,-648,yes,no,unknown,28,may,439,2,-1,0,unknown,no,2024-05-01
7849,26,technician,married,secondary,no,876,yes,no,unknown,28,may,713,1,-1,0,unknown,no,2024-05-01
7852,46,blue-collar,married,unknown,no,-619,yes,no,unknown,28,may,96,1,-1,0,unknown,no,2024-05-01
7853,53,blue-collar,single,primary,no,-137,yes,yes,unknown,28,may,72,1,-1,0,unknown,no,2024-05-01
7856,27,blue-collar,single,secondary,no,1401,yes,no,unknown,28,may,392,1,-1,0,unknown,no,2024-05-01
7860,27,services,single,secondary,no,3791,yes,no,unknown,28,may,231,1,-1,0,unknown,no,2024-05-01
7868,28,blue-collar,married,secondary,no,916,yes,no,unknown,28,may,206,1,-1,0,unknown,no,2024-05-01
7871,50,blue-collar,married,primary,no,1203,yes,yes,unknown,28,may,66,7,-1,0,unknown,no,2024-05-01
7879,35,technician,married,secondary,no,194,yes,no,unknown,28,may,134,1,-1,0,unknown,no,2024-05-01
7895,31,blue-collar,single,secondary,no,1686,yes,no,unknown,28,may,85,2,-1,0,unknown,no,2024-05-01
7899,26,blue-collar,single,secondary,no,396,yes,no,unknown,28,may,302,1,-1,0,unknown,no,2024-05-01
7907,28,services,single,secondary,no,281,yes,no,unknown,28,may,201,1,-1,0,unknown,no,2024-05-01
7909,24,services,single,secondary,no,53,yes,yes,unknown,28,may,226,1,-1,0,unknown,no,2024-05-01
7922,32,management,married,tertiary,no,4307,yes,no,unknown,28,may,91,3,-1,0,unknown,no,2024-05-01
7935,32,admin.,single,secondary,no,642,yes,no,unknown,28,may,71,2,-1,0,unknown,no,2024-05-01
7940,38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,may,170,5,-1,0,unknown,no,2024-05-01
7944,57,management,married,tertiary,no,-22,yes,no,unknown,28,may,463,1,-1,0,unknown,no,2024-05-01
7948,28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,-1,0,unknown,no,2024-05-01
7964,31,services,single,secondary,no,-779,yes,no,unknown,28,may,198,2,-1,0,unknown,no,2024-05-01
7965,29,admin.,married,tertiary,no,26,yes,no,unknown,28,may,45,1,-1,0,unknown,no,2024-05-01
7978,56,retired,married,primary,no,-299,yes,no,unknown,28,may,68,1,-1,0,unknown,no,2024-05-01
7980,34,admin.,single,secondary,yes,7,no,no,unknown,28,may,285,2,-1,0,unknown,no,2024-05-01
7985,26,blue-collar,married,primary,no,3529,yes,no,unknown,28,may,100,2,-1,0,unknown,no,2024-05-01
7990,40,unemployed,married,primary,no,557,yes,no,unknown,28,may,173,1,-1,0,unknown,no,2024-05-01
7991,53,blue-collar,married,secondary,no,314,yes,no,unknown,28,may,184,2,-1,0,unknown,no,2024-05-01
7996,39,blue-collar,married,primary,no,7304,yes,no,unknown,28,may,216,1,-1,0,unknown,no,2024-05-01
8001,29,management,single,secondary,no,293,yes,no,unknown,28,may,188,2,-1,0,unknown,no,2024-05-01
8005,42,management,married,tertiary,no,479,yes,no,unknown,28,may,217,2,-1,0,unknown,no,2024-05-01
8011,44,blue-collar,married,secondary,no,-73,yes,no,unknown,28,may,80,9,-1,0,unknown,no,2024-05-01
8015,45,blue-collar,married,secondary,no,156,yes,yes,unknown,28,may,47,1,-1,0,unknown,no,2024-05-01
8024,43,management,married,secondary,no,373,yes,no,unknown,28,may,54,1,-1,0,unknown,no,2024-05-01
8026,55,retired,married,secondary,no,2193,yes,yes,unknown,28,may,72,3,-1,0,unknown,no,2024-05-01
8029,59,technician,married,secondary,no,0,yes,yes,unknown,28,may,109,1,-1,0,unknown,no,2024-05-01
8032,29,admin.,married,secondary,no,445,yes,no,unknown,28,may,489,2,-1,0,unknown,no,2024-05-01
8035,36,management,married,tertiary,no,771,yes,no,unknown,28,may,357,1,-1,0,unknown,no,2024-05-01
8037,32,admin.,married,tertiary,no,-421,yes,yes,unknown,28,may,101,2,-1,0,unknown,no,2024-05-01
8041,29,management,married,tertiary,no,8089,yes,no,unknown,28,may,314,2,-1,0,unknown,no,2024-05-01
8057,29,blue-collar,married,primary,no,1280,yes,no,unknown,28,may,629,2,-1,0,unknown,no,2024-05-01
8058,34,blue-collar,married,secondary,no,504,yes,no,unknown,28,may,260,2,-1,0,unknown,no,2024-05-01
8060,31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,unknown,no,2024-05-01
8065,33,management,single,tertiary,no,-61,no,no,unknown,28,may,50,2,-1,0,unknown,no,2024-05-01
8067,45,services,married,secondary,no,-36,yes,yes,unknown,28,may,389,4,-1,0,unknown,no,2024-05-01
8068,35,management,single,unknown,no,137,no,no,unknown,28,may,667,3,-1,0,unknown,no,2024-05-01
8069,25,blue-collar,divorced,secondary,no,2428,yes,no,unknown,28,may,376,4,-1,0,unknown,no,2024-05-01
8070,57,admin.,married,secondary,no,100,no,no,unknown,28,may,23,16,-1,0,unknown,no,2024-05-01
8071,54,retired,married,secondary,no,24,yes,no,unknown,28,may,404,1,-1,0,unknown,no,2024-05-01
8072,30,student,single,tertiary,no,2030,yes,no,unknown,28,may,27,2,-1,0,unknown,no,2024-05-01
8075,26,technician,single,secondary,no,855,yes,no,unknown,28,may,87,2,-1,0,unknown,no,2024-05-01
8079,35,self-employed,single,tertiary,no,935,yes,no,unknown,28,may,259,2,-1,0,unknown,no,2024-05-01
8080,35,self-employed,single,tertiary,no,935,yes,no,cellular,20,nov,71,1,176,2,failure,no,2024-11-01
8082,32,admin.,single,secondary,no,73,yes,no,unknown,28,may,545,1,-1,0,unknown,no,2024-05-01
8085,38,blue-collar,single,unknown,no,241,yes,no,unknown,28,may,172,2,-1,0,unknown,no,2024-05-01
8096,26,blue-collar,married,secondary,no,-284,yes,no,unknown,28,may,207,3,-1,0,unknown,no,2024-05-01
8099,30,blue-collar,married,primary,no,2607,yes,no,unknown,28,may,158,10,-1,0,unknown,no,2024-05-01
8101,44,technician,married,secondary,no,265,yes,no,unknown,28,may,453,2,-1,0,unknown,no,2024-05-01
8103,42,blue-collar,married,secondary,no,1134,yes,no,unknown,28,may,424,3,-1,0,unknown,no,2024-05-01
8105,38,technician,married,tertiary,no,-1350,yes,yes,unknown,28,may,96,4,-1,0,unknown,no,2024-05-01
8110,35,blue-collar,married,primary,no,4366,yes,no,unknown,28,may,173,3,-1,0,unknown,no,2024-05-01
8111,22,services,single,primary,no,35,yes,no,unknown,28,may,106,3,-1,0,unknown,no,2024-05-01
8118,32,technician,single,secondary,no,1307,yes,no,unknown,28,may,267,2,-1,0,unknown,no,2024-05-01
8125,52,blue-collar,married,primary,no,-211,yes,yes,unknown,28,may,153,2,-1,0,unknown,no,2024-05-01
8128,33,admin.,married,secondary,yes,-675,yes,no,unknown,28,may,245,2,-1,0,unknown,no,2024-05-01
8133,54,management,divorced,tertiary,no,192,yes,no,unknown,28,may,157,3,-1,0,unknown,no,2024-05-01
8151,45,technician,single,tertiary,no,5336,no,no,unknown,28,may,99,2,-1,0,unknown,no,2024-05-01
8153,40,admin.,married,secondary,no,2,no,no,unknown,28,may,187,3,-1,0,unknown,no,2024-05-01
8161,57,admin.,divorced,secondary,no,-140,yes,no,unknown,28,may,264,2,-1,0,unknown,no,2024-05-01
8173,32,self-employed,married,secondary,no,610,yes,no,unknown,28,may,75,6,-1,0,unknown,no,2024-05-01
8174,25,blue-collar,single,secondary,no,579,yes,no,unknown,28,may,225,4,-1,0,unknown,no,2024-05-01
8177,41,services,married,secondary,no,803,yes,no,unknown,28,may,88,3,-1,0,unknown,no,2024-05-01
8179,36,blue-collar,married,secondary,yes,-347,yes,yes,unknown,28,may,109,3,-1,0,unknown,no,2024-05-01
8184,28,blue-collar,married,secondary,no,-717,yes,no,unknown,28,may,148,3,-1,0,unknown,no,2024-05-01
8187,42,unemployed,divorced,secondary,no,325,yes,no,unknown,28,may,97,4,-1,0,unknown,no,2024-05-01
8191,33,services,married,secondary,no,-384,yes,no,unknown,28,may,513,2,-1,0,unknown,no,2024-05-01
8197,35,blue-collar,married,secondary,no,120,yes,no,unknown,28,may,245,2,-1,0,unknown,no,2024-05-01
8201,40,technician,married,secondary,no,-378,yes,no,unknown,28,may,261,2,-1,0,unknown,no,2024-05-01
8203,32,technician,single,secondary,no,1210,yes,yes,unknown,28,may,267,4,-1,0,unknown,no,2024-05-01
8205,51,technician,divorced,secondary,no,329,yes,no,unknown,28,may,191,5,-1,0,unknown,no,2024-05-01
8209,25,blue-collar,married,secondary,no,758,yes,no,unknown,28,may,504,3,-1,0,unknown,no,2024-05-01
8212,38,blue-collar,married,primary,no,476,yes,no,unknown,28,may,212,4,-1,0,unknown,no,2024-05-01
8215,31,technician,single,secondary,no,335,yes,no,unknown,28,may,87,5,-1,0,unknown,no,2024-05-01
8216,41,admin.,single,secondary,no,882,yes,yes,unknown,28,may,145,2,-1,0,unknown,no,2024-05-01
8219,29,management,single,tertiary,no,119,yes,no,unknown,28,may,136,2,-1,0,unknown,no,2024-05-01
8222,59,technician,married,secondary,no,519,yes,no,unknown,28,may,90,8,-1,0,unknown,no,2024-05-01
8226,50,management,married,secondary,no,-187,yes,no,unknown,29,may,31,2,-1,0,unknown,no,2024-05-01
8231,28,blue-collar,married,secondary,no,2,yes,no,unknown,29,may,750,2,-1,0,unknown,no,2024-05-01
8235,51,admin.,married,primary,no,943,yes,no,unknown,29,may,620,1,-1,0,unknown,no,2024-05-01
8238,43,management,married,tertiary,no,724,yes,no,unknown,29,may,138,1,-1,0,unknown,no,2024-05-01
8239,59,technician,married,primary,no,4243,yes,no,unknown,29,may,233,1,-1,0,unknown,no,2024-05-01
8251,52,services,divorced,primary,no,130,yes,no,unknown,29,may,103,2,-1,0,unknown,no,2024-05-01
8259,50,blue-collar,married,primary,no,84,yes,no,unknown,29,may,179,1,-1,0,unknown,no,2024-05-01
8271,39,entrepreneur,married,tertiary,yes,1,yes,yes,unknown,29,may,102,1,-1,0,unknown,no,2024-05-01
8276,40,blue-collar,married,secondary,no,327,yes,no,unknown,29,may,134,1,-1,0,unknown,no,2024-05-01
8278,30,services,divorced,secondary,no,1016,yes,no,unknown,29,may,14,1,-1,0,unknown,no,2024-05-01
8281,31,blue-collar,married,secondary,no,283,yes,yes,unknown,29,may,37,3,-1,0,unknown,no,2024-05-01
8285,44,blue-collar,married,secondary,no,72,yes,no,unknown,29,may,456,1,-1,0,unknown,no,2024-05-01
8287,53,management,married,secondary,no,2895,yes,no,unknown,29,may,74,1,-1,0,unknown,no,2024-05-01
8310,36,student,single,unknown,no,36,yes,no,unknown,29,may,705,1,-1,0,unknown,no,2024-05-01
8314,44,blue-collar,married,primary,no,77,yes,no,unknown,29,may,23,1,-1,0,unknown,no,2024-05-01
8315,34,technician,divorced,tertiary,no,1242,yes,no,unknown,29,may,578,3,-1,0,unknown,no,2024-05-01
8319,58,retired,married,secondary,no,32948,no,no,unknown,29,may,364,2,-1,0,unknown,no,2024-05-01
8320,35,blue-collar,married,secondary,no,765,yes,no,unknown,29,may,418,8,-1,0,unknown,no,2024-05-01
8326,48,management,married,primary,no,1910,yes,no,unknown,29,may,413,2,-1,0,unknown,no,2024-05-01
8332,40,admin.,married,secondary,no,451,yes,yes,unknown,29,may,257,1,-1,0,unknown,no,2024-05-01
8333,37,blue-collar,married,secondary,no,11953,yes,yes,unknown,29,may,208,1,-1,0,unknown,no,2024-05-01
8334,26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,-1,0,unknown,no,2024-05-01
8338,45,technician,married,secondary,no,0,yes,no,telephone,21,nov,68,1,-1,0,unknown,no,2024-11-01
8343,40,technician,married,secondary,no,1269,yes,no,unknown,29,may,656,1,-1,0,unknown,no,2024-05-01
8347,31,blue-collar,married,secondary,no,1017,yes,no,unknown,29,may,514,3,-1,0,unknown,no,2024-05-01
8364,40,management,married,tertiary,no,832,yes,yes,unknown,29,may,126,1,-1,0,unknown,no,2024-05-01
8366,53,technician,divorced,secondary,no,1301,yes,no,unknown,29,may,90,1,-1,0,unknown,no,2024-05-01
8372,42,blue-collar,married,secondary,no,790,yes,no,unknown,29,may,356,2,-1,0,unknown,no,2024-05-01
8380,36,technician,married,secondary,no,1286,yes,yes,unknown,29,may,152,1,-1,0,unknown,no,2024-05-01
8382,35,blue-collar,married,primary,yes,-1489,yes,yes,unknown,29,may,177,1,-1,0,unknown,no,2024-05-01
8387,46,technician,married,secondary,no,1307,yes,no,unknown,29,may,404,1,-1,0,unknown,no,2024-05-01
8390,31,blue-collar,single,secondary,no,2137,no,no,unknown,29,may,413,1,-1,0,unknown,no,2024-05-01
8392,51,technician,married,secondary,no,2402,yes,no,unknown,29,may,118,1,-1,0,unknown,no,2024-05-01
8393,42,management,married,secondary,no,2608,yes,no,unknown,29,may,201,1,-1,0,unknown,no,2024-05-01
8398,41,management,married,secondary,no,689,yes,no,unknown,29,may,596,1,-1,0,unknown,no,2024-05-01
8409,51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,may,117,1,-1,0,unknown,no,2024-05-01
8420,41,technician,married,tertiary,no,816,yes,yes,unknown,29,may,159,1,-1,0,unknown,no,2024-05-01
8422,37,technician,single,secondary,no,3,yes,no,unknown,29,may,82,1,-1,0,unknown,no,2024-05-01
8423,37,technician,single,secondary,no,3,yes,no,cellular,8,aug,90,5,-1,0,unknown,no,2024-08-01
8425,48,blue-collar,married,unknown,no,100,yes,no,unknown,29,may,206,1,-1,0,unknown,no,2024-05-01
8433,48,unemployed,married,primary,no,551,yes,no,unknown,29,may,162,2,-1,0,unknown,no,2024-05-01
8442,50,services,married,primary,no,1132,yes,no,unknown,29,may,117,1,-1,0,unknown,no,2024-05-01
8448,26,technician,single,tertiary,no,8839,yes,no,unknown,29,may,932,3,-1,0,unknown,no,2024-05-01
8450,28,services,single,secondary,no,1736,yes,no,unknown,29,may,139,3,-1,0,unknown,no,2024-05-01
8454,38,admin.,single,secondary,no,2345,yes,no,unknown,29,may,174,2,-1,0,unknown,no,2024-05-01
8459,55,services,divorced,secondary,no,218,yes,no,unknown,29,may,200,2,-1,0,unknown,no,2024-05-01
8465,36,management,single,tertiary,no,6450,yes,no,unknown,29,may,101,1,-1,0,unknown,no,2024-05-01
8466,40,technician,married,secondary,no,2715,yes,no,unknown,29,may,125,2,-1,0,unknown,no,2024-05-01
8468,37,admin.,single,secondary,no,3049,yes,yes,unknown,29,may,153,1,-1,0,unknown,no,2024-05-01
8476,36,blue-collar,married,secondary,no,959,yes,no,unknown,29,may,200,4,-1,0,unknown,no,2024-05-01
8478,49,services,married,primary,no,5737,yes,no,unknown,29,may,417,2,-1,0,unknown,no,2024-05-01
8490,33,management,married,tertiary,no,455,yes,yes,unknown,29,may,122,10,-1,0,unknown,no,2024-05-01
8491,32,admin.,married,secondary,no,340,yes,no,unknown,29,may,665,1,-1,0,unknown,no,2024-05-01
8494,45,admin.,married,secondary,no,-261,yes,no,unknown,29,may,144,1,-1,0,unknown,no,2024-05-01
8499,46,admin.,single,secondary,no,1544,yes,no,unknown,29,may,609,1,-1,0,unknown,no,2024-05-01
8502,35,admin.,divorced,secondary,no,356,yes,no,unknown,29,may,76,1,-1,0,unknown,no,2024-05-01
8513,39,management,married,tertiary,no,0,yes,no,unknown,3,jun,164,2,-1,0,unknown,no,2024-06-01
8518,40,blue-collar,married,secondary,no,0,yes,yes,cellular,19,nov,53,2,-1,0,unknown,no,2024-11-01
8522,46,unemployed,married,secondary,no,2940,yes,no,unknown,29,may,195,2,-1,0,unknown,no,2024-05-01
8523,42,management,married,tertiary,no,-1485,yes,no,unknown,29,may,221,2,-1,0,unknown,no,2024-05-01
8526,27,management,single,tertiary,no,12956,yes,no,unknown,29,may,789,3,-1,0,unknown,yes,2024-05-01
8533,40,admin.,married,secondary,no,223,yes,no,unknown,29,may,81,1,-1,0,unknown,no,2024-05-01
8549,42,blue-collar,married,unknown,no,1123,yes,no,unknown,29,may,105,3,-1,0,unknown,no,2024-05-01
8567,56,technician,married,primary,no,675,yes,no,unknown,29,may,137,1,-1,0,unknown,no,2024-05-01
8575,45,blue-collar,divorced,primary,no,594,yes,no,unknown,29,may,833,2,-1,0,unknown,yes,2024-05-01
8582,29,student,single,secondary,no,1093,yes,no,unknown,29,may,368,2,-1,0,unknown,no,2024-05-01
8592,38,services,divorced,primary,no,92,yes,yes,unknown,29,may,118,3,-1,0,unknown,no,2024-05-01
8596,36,services,married,secondary,no,0,no,no,unknown,29,may,752,2,-1,0,unknown,no,2024-05-01
8608,35,blue-collar,married,secondary,no,807,yes,no,unknown,29,may,1185,3,-1,0,unknown,no,2024-05-01
8615,55,retired,divorced,primary,no,53,yes,no,unknown,29,may,84,2,-1,0,unknown,no,2024-05-01
8617,37,admin.,married,secondary,no,99,yes,no,unknown,29,may,113,2,-1,0,unknown,no,2024-05-01
8618,45,blue-collar,married,secondary,no,90,yes,no,unknown,29,may,744,6,-1,0,unknown,no,2024-05-01
8629,38,blue-collar,single,secondary,no,522,yes,no,unknown,29,may,347,2,-1,0,unknown,no,2024-05-01
8630,29,technician,single,secondary,no,404,yes,no,unknown,29,may,286,2,-1,0,unknown,no,2024-05-01
8637,54,management,married,tertiary,no,107,yes,no,unknown,29,may,324,3,-1,0,unknown,no,2024-05-01
8649,47,blue-collar,married,secondary,no,762,yes,no,unknown,29,may,56,3,-1,0,unknown,no,2024-05-01
8656,59,technician,married,primary,no,3163,yes,no,unknown,29,may,240,2,-1,0,unknown,no,2024-05-01
8667,51,blue-collar,married,primary,no,844,yes,no,unknown,29,may,184,3,-1,0,unknown,no,2024-05-01
8672,31,services,single,secondary,no,203,yes,no,unknown,29,may,442,3,-1,0,unknown,no,2024-05-01
8675,42,admin.,single,primary,no,629,yes,no,unknown,29,may,164,3,-1,0,unknown,no,2024-05-01
8677,53,blue-collar,married,primary,no,95,yes,no,unknown,29,may,53,3,-1,0,unknown,no,2024-05-01
8678,48,blue-collar,married,unknown,no,2201,yes,no,unknown,29,may,364,2,-1,0,unknown,no,2024-05-01
8696,34,services,married,secondary,no,88,yes,yes,unknown,29,may,82,2,-1,0,unknown,no,2024-05-01
8697,58,technician,married,secondary,no,4299,yes,no,unknown,29,may,348,3,-1,0,unknown,no,2024-05-01
8703,30,services,divorced,secondary,no,63,yes,no,unknown,29,may,96,5,-1,0,unknown,no,2024-05-01
8704,30,blue-collar,single,secondary,no,17,yes,no,unknown,29,may,197,9,-1,0,unknown,no,2024-05-01
8723,40,blue-collar,married,secondary,no,1100,yes,no,unknown,29,may,660,2,-1,0,unknown,no,2024-05-01
8724,34,blue-collar,married,primary,no,425,yes,no,unknown,29,may,182,6,-1,0,unknown,no,2024-05-01
8726,52,blue-collar,married,primary,no,17,yes,no,unknown,29,may,30,2,-1,0,unknown,no,2024-05-01
8728,44,services,divorced,secondary,no,496,yes,yes,unknown,29,may,54,15,-1,0,unknown,no,2024-05-01
8737,58,blue-collar,married,secondary,no,1298,yes,no,cellular,29,jan,522,2,245,4,failure,no,2024-01-01
8738,32,management,single,tertiary,no,3886,yes,yes,unknown,29,may,151,7,-1,0,unknown,no,2024-05-01
8740,25,blue-collar,married,primary,no,172,yes,no,unknown,29,may,95,3,-1,0,unknown,no,2024-05-01
8741,46,entrepreneur,married,primary,no,171,yes,no,unknown,29,may,52,3,-1,0,unknown,no,2024-05-01
8746,26,services,divorced,secondary,no,1600,yes,yes,unknown,30,may,288,3,-1,0,unknown,no,2024-05-01
8749,44,technician,married,secondary,no,378,yes,no,unknown,30,may,203,2,-1,0,unknown,no,2024-05-01
8751,43,blue-collar,married,unknown,yes,-715,yes,no,unknown,30,may,67,3,-1,0,unknown,no,2024-05-01
8754,49,admin.,married,secondary,no,2501,yes,no,unknown,30,may,50,2,-1,0,unknown,no,2024-05-01
8759,46,entrepreneur,married,primary,no,1757,yes,no,unknown,30,may,396,3,-1,0,unknown,no,2024-05-01
8761,44,management,married,tertiary,no,1732,yes,no,unknown,30,may,43,1,-1,0,unknown,no,2024-05-01
8766,50,technician,married,tertiary,no,11804,yes,no,unknown,30,may,83,1,-1,0,unknown,no,2024-05-01
8773,38,housemaid,married,tertiary,no,5669,yes,no,unknown,30,may,31,1,-1,0,unknown,no,2024-05-01
8777,37,technician,single,secondary,no,864,yes,no,unknown,30,may,171,1,-1,0,unknown,no,2024-05-01
8778,26,services,single,secondary,yes,-599,yes,yes,unknown,30,may,62,3,-1,0,unknown,no,2024-05-01
8780,50,entrepreneur,married,primary,no,237,yes,yes,unknown,30,may,184,4,-1,0,unknown,no,2024-05-01
8782,44,unemployed,divorced,primary,no,757,no,no,unknown,30,may,498,4,-1,0,unknown,no,2024-05-01
8786,25,student,single,secondary,no,1790,no,no,cellular,17,apr,224,1,322,3,failure,no,2024-04-01
8804,38,management,divorced,tertiary,no,4425,yes,no,unknown,30,may,162,1,-1,0,unknown,no,2024-05-01
8807,28,blue-collar,divorced,primary,no,410,yes,no,unknown,30,may,867,3,-1,0,unknown,no,2024-05-01
8820,45,blue-collar,married,unknown,no,818,yes,no,unknown,30,may,343,3,-1,0,unknown,no,2024-05-01
8821,26,technician,single,tertiary,no,686,yes,no,unknown,30,may,98,2,-1,0,unknown,no,2024-05-01
8826,35,management,married,tertiary,no,-65,yes,no,unknown,30,may,80,3,-1,0,unknown,no,2024-05-01
8827,35,management,single,tertiary,no,4,yes,no,unknown,30,may,449,1,-1,0,unknown,no,2024-05-01
8832,42,unemployed,married,secondary,no,8131,yes,no,cellular,21,nov,173,4,175,1,failure,no,2024-11-01
8841,46,services,married,secondary,no,1227,yes,yes,unknown,30,may,135,1,-1,0,unknown,no,2024-05-01
8844,35,admin.,single,tertiary,no,0,no,no,unknown,30,may,327,1,-1,0,unknown,no,2024-05-01
8846,43,blue-collar,married,primary,yes,1202,no,no,unknown,30,may,295,1,-1,0,unknown,no,2024-05-01
8853,36,blue-collar,single,secondary,no,366,yes,yes,unknown,30,may,1133,2,-1,0,unknown,yes,2024-05-01
8858,40,management,married,tertiary,no,2147,yes,no,unknown,30,may,115,1,-1,0,unknown,no,2024-05-01
8859,43,blue-collar,married,secondary,no,1096,no,yes,unknown,30,may,180,1,-1,0,unknown,no,2024-05-01
8865,29,management,married,tertiary,no,1671,yes,no,unknown,30,may,182,1,-1,0,unknown,no,2024-05-01
8881,28,admin.,married,secondary,no,7707,yes,no,unknown,30,may,68,2,-1,0,unknown,no,2024-05-01
8884,37,blue-collar,married,secondary,no,421,no,yes,unknown,30,may,381,2,-1,0,unknown,no,2024-05-01
8886,36,management,single,tertiary,no,1089,yes,no,unknown,30,may,126,1,-1,0,unknown,no,2024-05-01
8888,54,technician,divorced,secondary,no,814,yes,no,unknown,30,may,95,1,-1,0,unknown,no,2024-05-01
8891,32,blue-collar,single,primary,no,315,yes,no,unknown,30,may,61,2,-1,0,unknown,no,2024-05-01
8894,33,blue-collar,married,primary,no,1002,yes,no,unknown,30,may,201,4,-1,0,unknown,no,2024-05-01
8895,33,blue-collar,married,primary,no,1002,yes,no,cellular,20,apr,92,2,325,4,failure,no,2024-04-01
8896,57,retired,single,tertiary,no,2528,yes,yes,unknown,30,may,724,1,-1,0,unknown,no,2024-05-01
8898,32,services,married,secondary,no,241,no,no,unknown,30,may,197,3,-1,0,unknown,no,2024-05-01
8899,51,management,divorced,tertiary,no,986,no,no,unknown,30,may,143,2,-1,0,unknown,no,2024-05-01
8900,54,blue-collar,divorced,secondary,no,154,yes,no,unknown,30,may,197,12,-1,0,unknown,no,2024-05-01
8903,38,admin.,divorced,secondary,no,19,yes,no,unknown,30,may,604,2,-1,0,unknown,yes,2024-05-01
